#                                                                                          --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                   accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                           ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ACT504.04175__CP199221_806_877268_878327_neg    -          ADH_N                PF08240.17   5.3e-30  102.2   0.3   9.5e-30  101.4   0.3   1.4   1   0   0   1   1   1   1 -
ACT504.30225__CP199221_5830_6447431_6448460_pos -          ADH_N                PF08240.17   1.8e-29  100.5   0.8   1.8e-29  100.5   0.8   2.0   2   0   0   2   2   2   1 -
ACT504.03890__CP199221_750_809613_810675_neg    -          ADH_N                PF08240.17   5.2e-29   99.0   0.5   1.6e-28   97.5   0.5   1.8   1   0   0   1   1   1   1 -
ACT504.15085__CP199221_2914_3253263_3254430_pos -          ADH_N                PF08240.17   2.6e-26   90.3   0.1     7e-26   89.0   0.1   1.8   1   0   0   1   1   1   1 -
ACT504.13965__CP199221_2701_3001201_3002263_pos -          ADH_N                PF08240.17   4.5e-26   89.6   0.8   8.6e-26   88.7   0.8   1.5   1   0   0   1   1   1   1 -
ACT504.06885__CP199221_1338_1472779_1473892_pos -          ADH_N                PF08240.17   5.2e-26   89.4   1.3   1.7e-25   87.7   1.3   1.9   1   0   0   1   1   1   1 -
ACT504.30195__CP199221_5824_6442201_6443401_pos -          ADH_N                PF08240.17   4.9e-24   83.0   2.4   9.5e-24   82.1   2.4   1.5   1   0   0   1   1   1   1 -
ACT504.15260__CP199221_2949_3286342_3287590_pos -          ADH_N                PF08240.17     1e-23   82.0   1.6   1.4e-23   81.6   0.7   1.8   2   0   0   2   2   2   1 -
ACT504.21405__CP199221_4144_4569399_4570512_neg -          ADH_N                PF08240.17   1.5e-22   78.2   9.8   5.2e-22   76.5   5.6   3.0   2   2   0   2   2   2   1 -
ACT504.15455__CP199221_2988_3325916_3327017_pos -          ADH_N                PF08240.17     4e-21   73.7   0.3   6.1e-20   69.9   0.2   2.4   2   0   0   2   2   2   1 -
ACT504.29090__CP199221_5612_6193200_6194178_pos -          ADH_N                PF08240.17   9.3e-20   69.3   0.1   2.3e-19   68.0   0.1   1.7   1   0   0   1   1   1   1 -
ACT504.00120__CP199221_21_23963_24941_neg       -          ADH_N                PF08240.17   2.4e-17   61.5   0.0   7.6e-17   59.9   0.0   1.9   2   0   0   2   2   2   1 -
ACT504.16770__CP199221_3246_3621345_3622338_neg -          ADH_N                PF08240.17   2.3e-16   58.4   1.2   1.5e-15   55.8   0.1   2.3   2   0   0   2   2   2   1 -
ACT504.21410__CP199221_4145_4570572_4571475_neg -          ADH_N                PF08240.17   2.3e-16   58.4   0.0     5e-16   57.3   0.0   1.5   1   0   0   1   1   1   1 -
ACT504.08845__CP199221_1721_1888371_1889334_pos -          ADH_N                PF08240.17   1.5e-15   55.7   2.1   1.5e-15   55.7   0.3   1.9   2   0   0   2   2   2   1 -
ACT504.07210__CP199221_1401_1539962_1540976_neg -          ADH_N                PF08240.17   5.1e-13   47.6   0.0     1e-12   46.7   0.0   1.5   1   0   0   1   1   1   1 -
ACT504.13135__CP199221_2542_2765758_2766778_pos -          ADH_N                PF08240.17   3.4e-11   41.8   0.1   1.4e-10   39.8   0.0   2.1   3   0   0   3   3   2   1 -
ACT504.22180__CP199221_4288_4722212_4723172_pos -          ADH_N                PF08240.17   4.3e-11   41.4   0.0   1.5e-10   39.7   0.0   2.0   2   0   0   2   2   2   1 -
ACT504.03870__CP199221_746_806043_807030_neg    -          ADH_N                PF08240.17   4.5e-11   41.4   0.0   7.6e-11   40.6   0.0   1.4   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/kcw2/data/example_run/path2/synteny_search_inputs/hmm_db/hmms/PF08240.HMM
# Target file:     /home/kcw2/data/example_run/path2/synteny_search_inputs/genome_db/GCA_054130235.1/labelled_peptides.faa
# Option settings: hmmsearch --tblout /home/kcw2/data/example_run/path2/synteny_search_outputs/results_65_67/genomes/GCA_054130235.1/hmmer_outputs/hmmer_output_PF08240.txt --cpu 47 /home/kcw2/data/example_run/path2/synteny_search_inputs/hmm_db/hmms/PF08240.HMM /home/kcw2/data/example_run/path2/synteny_search_inputs/genome_db/GCA_054130235.1/labelled_peptides.faa 
# Current dir:     /home/kcw2
# Date:            Tue Feb 10 16:21:23 2026
# [ok]
