#                                                                                          --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                   accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                           ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ACT504.27850__CP199221_5370_5940947_5941853_neg -          HTH_1                PF00126.33   8.4e-28   94.6   0.8   1.9e-27   93.4   0.8   1.7   1   0   0   1   1   1   1 -
ACT504.15655__CP199221_3027_3373004_3373892_neg -          HTH_1                PF00126.33   1.6e-27   93.7   2.4   1.6e-27   93.7   2.4   2.3   3   0   0   3   3   1   1 -
ACT504.09575__CP199221_1861_2028415_2029309_neg -          HTH_1                PF00126.33     3e-25   86.4   0.8     3e-25   86.4   0.8   1.8   2   0   0   2   2   1   1 -
ACT504.13040__CP199221_2524_2745410_2746283_neg -          HTH_1                PF00126.33   3.4e-25   86.2   3.4   6.6e-25   85.3   3.4   1.5   1   0   0   1   1   1   1 -
ACT504.06075__CP199221_1176_1288501_1289410_neg -          HTH_1                PF00126.33   5.2e-25   85.6   5.2   1.1e-24   84.6   0.4   3.2   3   0   0   3   3   3   1 -
ACT504.23510__CP199221_4541_5020343_5021219_pos -          HTH_1                PF00126.33   8.5e-25   84.9   0.6   1.7e-24   83.9   0.6   1.6   1   0   0   1   1   1   1 -
ACT504.08520__CP199221_1658_1819292_1820237_pos -          HTH_1                PF00126.33   2.3e-24   83.6   4.0   2.3e-24   83.6   4.0   2.3   2   0   0   2   2   1   1 -
ACT504.11830__CP199221_2298_2476702_2477629_neg -          HTH_1                PF00126.33   2.4e-24   83.5   0.6   1.4e-23   81.0   1.1   2.1   2   0   0   2   2   1   1 -
ACT504.18310__CP199221_3541_3917688_3918570_neg -          HTH_1                PF00126.33   3.5e-24   83.0   1.0   1.1e-23   81.5   1.0   1.9   1   0   0   1   1   1   1 -
ACT504.08485__CP199221_1651_1812465_1813410_pos -          HTH_1                PF00126.33   3.7e-24   82.9   3.5   3.7e-24   82.9   3.5   2.8   3   0   0   3   3   2   1 -
ACT504.19845__CP199221_3837_4244925_4245786_pos -          HTH_1                PF00126.33   5.1e-24   82.5   1.6   5.1e-24   82.5   1.6   2.1   2   0   0   2   2   1   1 -
ACT504.05725__CP199221_1107_1217934_1218828_neg -          HTH_1                PF00126.33     6e-24   82.2   0.3     6e-24   82.2   0.3   2.2   3   0   0   3   3   1   1 -
ACT504.22785__CP199221_4406_4853036_4853951_pos -          HTH_1                PF00126.33   8.2e-24   81.8   1.9   8.2e-24   81.8   1.9   1.9   2   0   0   2   2   1   1 -
ACT504.13105__CP199221_2537_2757297_2758176_pos -          HTH_1                PF00126.33   9.1e-24   81.7   0.8   2.2e-23   80.4   0.8   1.7   1   0   0   1   1   1   1 -
ACT504.21480__CP199221_4158_4586157_4587063_pos -          HTH_1                PF00126.33   2.1e-23   80.5   0.5   5.4e-23   79.2   0.5   1.8   1   0   0   1   1   1   1 -
ACT504.00165__CP199221_30_34038_34938_pos       -          HTH_1                PF00126.33   2.2e-23   80.4   3.0   3.7e-23   79.7   3.0   1.4   1   0   0   1   1   1   1 -
ACT504.14045__CP199221_2716_3017525_3018464_pos -          HTH_1                PF00126.33   2.6e-23   80.2   2.4   5.7e-23   79.1   2.4   1.6   1   0   0   1   1   1   1 -
ACT504.04105__CP199221_792_863926_864817_pos    -          HTH_1                PF00126.33   3.3e-23   79.9   2.0   6.3e-23   79.0   2.0   1.5   1   0   0   1   1   1   1 -
ACT504.07060__CP199221_1373_1508167_1509055_neg -          HTH_1                PF00126.33   3.7e-23   79.7   0.3   7.1e-23   78.8   0.3   1.5   1   0   0   1   1   1   1 -
ACT504.02615__CP199221_511_553871_554750_neg    -          HTH_1                PF00126.33     4e-23   79.6   1.0     4e-23   79.6   1.0   2.4   3   0   0   3   3   1   1 -
ACT504.23500__CP199221_4539_5017899_5018838_neg -          HTH_1                PF00126.33     4e-23   79.6   3.1   9.7e-23   78.4   3.1   1.7   1   0   0   1   1   1   1 -
ACT504.27305__CP199221_5263_5806186_5807125_pos -          HTH_1                PF00126.33   7.2e-23   78.8   4.9   1.3e-22   77.9   4.9   1.5   1   0   0   1   1   1   1 -
ACT504.15950__CP199221_3085_3436449_3437370_pos -          HTH_1                PF00126.33   7.5e-23   78.7   2.6   7.5e-23   78.7   2.6   1.9   2   0   0   2   2   1   1 -
ACT504.01070__CP199221_206_223725_224619_pos    -          HTH_1                PF00126.33   8.8e-23   78.5   0.9   8.8e-23   78.5   0.9   2.5   3   0   0   3   3   1   1 -
ACT504.19750__CP199221_3820_4225246_4226155_pos -          HTH_1                PF00126.33     1e-22   78.3   2.7   2.4e-22   77.1   2.7   1.7   1   0   0   1   1   1   1 -
ACT504.15565__CP199221_3010_3351429_3352332_neg -          HTH_1                PF00126.33   1.4e-22   77.9   0.1   2.9e-22   76.8   0.1   1.6   1   0   0   1   1   1   1 -
ACT504.00695__CP199221_134_144950_145841_neg    -          HTH_1                PF00126.33   1.6e-22   77.7   2.8   4.2e-22   76.3   2.8   1.8   1   0   0   1   1   1   1 -
ACT504.00840__CP199221_163_176162_177080_pos    -          HTH_1                PF00126.33   2.2e-22   77.2   2.0   2.9e-22   76.8   0.9   1.8   2   0   0   2   2   1   1 -
ACT504.29530__CP199221_5696_6298711_6299635_neg -          HTH_1                PF00126.33   2.5e-22   77.1   2.7   5.6e-22   75.9   2.7   1.6   1   0   0   1   1   1   1 -
ACT504.13335__CP199221_2581_2821016_2821940_pos -          HTH_1                PF00126.33   2.9e-22   76.9   4.3   2.9e-22   76.9   4.3   1.9   2   0   0   2   2   1   1 -
ACT504.19195__CP199221_3715_4108667_4109600_pos -          HTH_1                PF00126.33     3e-22   76.8   0.9     3e-22   76.8   0.9   2.1   2   0   0   2   2   1   1 -
ACT504.16805__CP199221_3253_3627889_3628807_pos -          HTH_1                PF00126.33   3.5e-22   76.6   2.6   1.3e-21   74.8   2.6   2.0   1   0   0   1   1   1   1 -
ACT504.16640__CP199221_3220_3592897_3593761_neg -          HTH_1                PF00126.33   5.8e-22   75.9   2.0   1.4e-21   74.6   2.0   1.7   1   0   0   1   1   1   1 -
ACT504.16605__CP199221_3213_3585328_3586216_pos -          HTH_1                PF00126.33   6.3e-22   75.8   1.5   6.3e-22   75.8   1.5   2.2   2   0   0   2   2   1   1 -
ACT504.06880__CP199221_1337_1471739_1472648_neg -          HTH_1                PF00126.33   6.3e-22   75.8   1.8   1.3e-21   74.7   1.8   1.6   1   0   0   1   1   1   1 -
ACT504.10850__CP199221_2110_2313531_2314437_pos -          HTH_1                PF00126.33   7.7e-22   75.5   1.0   1.6e-21   74.5   1.0   1.6   1   0   0   1   1   1   1 -
ACT504.10860__CP199221_2112_2315133_2316027_pos -          HTH_1                PF00126.33   9.8e-22   75.1   1.9   9.8e-22   75.1   1.9   2.2   3   0   0   3   3   1   1 -
ACT504.30275__CP199221_5840_6460307_6461243_pos -          HTH_1                PF00126.33   1.1e-21   75.0   0.2   3.8e-21   73.3   0.2   2.0   1   0   0   1   1   1   1 -
ACT504.22390__CP199221_4329_4766073_4766958_pos -          HTH_1                PF00126.33   1.3e-21   74.7   4.9     4e-21   73.2   4.1   2.1   2   0   0   2   2   1   1 -
ACT504.07220__CP199221_1403_1541386_1542307_pos -          HTH_1                PF00126.33   1.3e-21   74.7   1.4   3.4e-20   70.2   0.3   2.4   2   0   0   2   2   2   1 -
ACT504.22100__CP199221_4272_4700325_4701270_neg -          HTH_1                PF00126.33   1.4e-21   74.6   5.1   2.3e-21   73.9   5.1   1.4   1   0   0   1   1   1   1 -
ACT504.22555__CP199221_4361_4801877_4802807_pos -          HTH_1                PF00126.33   1.5e-21   74.6   0.8   2.8e-21   73.7   0.8   1.5   1   0   0   1   1   1   1 -
ACT504.09485__CP199221_1847_2015802_2016723_pos -          HTH_1                PF00126.33   1.5e-21   74.6   1.4   2.5e-21   73.8   1.4   1.4   1   0   0   1   1   1   1 -
ACT504.19120__CP199221_3700_4090205_4091078_neg -          HTH_1                PF00126.33   1.5e-21   74.5   2.7   2.2e-21   74.0   1.9   1.8   2   0   0   2   2   1   1 -
ACT504.08505__CP199221_1655_1815992_1816925_neg -          HTH_1                PF00126.33   1.6e-21   74.4   2.0   1.6e-21   74.4   2.0   2.2   2   0   0   2   2   1   1 -
ACT504.20310__CP199221_3928_4343472_4344387_pos -          HTH_1                PF00126.33   1.6e-21   74.4   0.1   4.6e-21   73.0   0.1   1.8   1   0   0   1   1   1   1 -
ACT504.07700__CP199221_1498_1654319_1655222_neg -          HTH_1                PF00126.33   1.8e-21   74.3   1.8   1.8e-21   74.3   1.8   1.9   2   0   0   2   2   1   1 -
ACT504.06065__CP199221_1174_1286143_1287079_neg -          HTH_1                PF00126.33   1.8e-21   74.3   0.4   3.6e-21   73.3   0.4   1.5   1   0   0   1   1   1   1 -
ACT504.00195__CP199221_36_38600_39488_pos       -          HTH_1                PF00126.33   2.1e-21   74.1   1.1   4.6e-21   73.0   1.1   1.6   1   0   0   1   1   1   1 -
ACT504.05715__CP199221_1105_1216154_1217051_neg -          HTH_1                PF00126.33   2.2e-21   74.0   2.4   3.9e-21   73.2   2.4   1.4   1   0   0   1   1   1   1 -
ACT504.05415__CP199221_1047_1150901_1151855_neg -          HTH_1                PF00126.33   2.9e-21   73.7   3.8     5e-21   72.9   3.8   1.4   1   0   0   1   1   1   1 -
ACT504.11020__CP199221_2143_2344762_2345617_neg -          HTH_1                PF00126.33   2.9e-21   73.6   2.9   5.5e-21   72.7   2.9   1.5   1   0   0   1   1   1   1 -
ACT504.08495__CP199221_1653_1813700_1814615_neg -          HTH_1                PF00126.33   3.3e-21   73.4   0.9     6e-21   72.6   0.9   1.4   1   0   0   1   1   1   1 -
ACT504.12455__CP199221_2417_2622614_2623559_neg -          HTH_1                PF00126.33     4e-21   73.2   4.8     1e-20   71.9   2.3   2.3   2   0   0   2   2   2   1 -
ACT504.20575__CP199221_3981_4400384_4401287_pos -          HTH_1                PF00126.33   4.3e-21   73.1   0.4   1.2e-20   71.7   0.4   1.8   1   0   0   1   1   1   1 -
ACT504.16135__CP199221_3122_3475518_3476454_pos -          HTH_1                PF00126.33   4.7e-21   73.0   0.1   1.3e-20   71.5   0.1   1.8   1   0   0   1   1   1   1 -
ACT504.02235__CP199221_435_476664_477573_pos    -          HTH_1                PF00126.33   4.7e-21   73.0   4.6   9.1e-21   72.0   3.4   2.1   3   0   0   3   3   1   1 -
ACT504.00985__CP199221_192_208435_209368_neg    -          HTH_1                PF00126.33   5.6e-21   72.7   1.4     9e-21   72.1   1.4   1.4   1   0   0   1   1   1   1 -
ACT504.20915__CP199221_4047_4471563_4472478_neg -          HTH_1                PF00126.33     7e-21   72.4   2.8     7e-21   72.4   2.8   2.1   2   0   0   2   2   1   1 -
ACT504.27650__CP199221_5330_5886813_5887698_neg -          HTH_1                PF00126.33   7.7e-21   72.3   1.5   1.7e-20   71.2   1.5   1.6   1   0   0   1   1   1   1 -
ACT504.01130__CP199221_218_233959_234880_neg    -          HTH_1                PF00126.33     8e-21   72.2   0.0   1.6e-20   71.3   0.0   1.5   1   0   0   1   1   1   1 -
