#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
PU787.000031355__CM130967_6072_6617422_6618349_pos -          LysR_substrate       PF03466.25   6.9e-61  203.8   2.0   1.1e-60  203.1   2.0   1.3   1   0   0   1   1   1   1 -
PU787.000007160__CM130967_1400_1517011_1517947_neg -          LysR_substrate       PF03466.25   8.1e-56  187.2   3.3   8.1e-56  187.2   3.3   1.4   2   0   0   2   2   1   1 -
PU787.000007435__CM130967_1455_1576781_1577675_pos -          LysR_substrate       PF03466.25     2e-52  176.1   3.5   2.8e-52  175.7   3.5   1.2   1   0   0   1   1   1   1 -
PU787.000032355__CM130967_6270_6835988_6836876_pos -          LysR_substrate       PF03466.25   1.3e-49  166.9   3.6   1.7e-49  166.6   3.6   1.1   1   0   0   1   1   1   1 -
PU787.000023860__CM130967_4641_5019371_5020310_neg -          LysR_substrate       PF03466.25   1.6e-49  166.7   3.3   1.6e-49  166.7   3.3   1.5   2   0   0   2   2   1   1 -
PU787.000009640__CM130967_1884_2044043_2044949_pos -          LysR_substrate       PF03466.25     4e-49  165.4   2.6   5.5e-49  164.9   2.6   1.2   1   0   0   1   1   1   1 -
PU787.000005955__CM130967_1166_1251939_1252860_pos -          LysR_substrate       PF03466.25     5e-49  165.1   3.9   7.3e-49  164.5   3.9   1.2   1   0   0   1   1   1   1 -
PU787.000029865__CM130967_5786_6313297_6314191_pos -          LysR_substrate       PF03466.25   1.3e-48  163.7   5.5     2e-48  163.1   5.5   1.2   1   0   0   1   1   1   1 -
PU787.000031540__CM130967_6108_6654650_6655544_pos -          LysR_substrate       PF03466.25   2.5e-48  162.7   4.4   3.8e-48  162.2   4.4   1.2   1   0   0   1   1   1   1 -
PU787.000032535__CM130967_6306_6872451_6873360_pos -          LysR_substrate       PF03466.25     4e-48  162.1   4.4   4.2e-48  162.0   1.3   1.9   2   0   0   2   2   2   1 -
PU787.000003685__CM130967_715_757901_758828_pos    -          LysR_substrate       PF03466.25   6.5e-48  161.4   1.2   8.2e-48  161.1   1.2   1.1   1   0   0   1   1   1   1 -
PU787.000017570__CM130967_3419_3717095_3718010_neg -          LysR_substrate       PF03466.25     3e-47  159.2   0.7     3e-47  159.2   0.7   1.4   2   0   0   2   2   1   1 -
PU787.000018645__CM130967_3628_3953425_3954298_pos -          LysR_substrate       PF03466.25   3.5e-47  159.0   0.9   3.5e-47  159.0   0.9   1.7   2   0   0   2   2   2   1 -
PU787.000025300__CM130967_4922_5402089_5403004_pos -          LysR_substrate       PF03466.25   5.4e-47  158.4   6.8   5.4e-47  158.4   6.8   1.5   2   0   0   2   2   1   1 -
PU787.000029950__CM130967_5799_6325357_6326278_neg -          LysR_substrate       PF03466.25   5.9e-47  158.3   2.0   7.9e-47  157.9   2.0   1.2   1   0   0   1   1   1   1 -
PU787.000022320__CM130967_4345_4696179_4697100_neg -          LysR_substrate       PF03466.25   6.5e-47  158.1   5.3   9.5e-47  157.6   5.3   1.2   1   0   0   1   1   1   1 -
PU787.000024695__CM130967_4804_5245890_5246805_pos -          LysR_substrate       PF03466.25   8.7e-47  157.7   0.2   1.3e-46  157.2   0.2   1.3   1   0   0   1   1   1   1 -
PU787.000021425__CM130967_4172_4500296_4501202_neg -          LysR_substrate       PF03466.25   9.1e-47  157.7   9.8   9.1e-47  157.7   9.8   1.6   2   0   0   2   2   2   1 -
PU787.000005160__CM130967_1007_1083494_1084415_pos -          LysR_substrate       PF03466.25   9.6e-46  154.3   0.1   1.2e-45  154.0   0.1   1.1   1   0   0   1   1   1   1 -
PU787.000024770__CM130967_4819_5264695_5265619_neg -          LysR_substrate       PF03466.25   1.6e-45  153.6   4.7     2e-45  153.3   4.7   1.1   1   0   0   1   1   1   1 -
PU787.000015290__CM130967_2980_3275378_3276275_neg -          LysR_substrate       PF03466.25   1.6e-45  153.6   2.8   2.3e-45  153.1   2.8   1.2   1   0   0   1   1   1   1 -
PU787.000021600__CM130967_4206_4535579_4536467_neg -          LysR_substrate       PF03466.25   2.5e-45  153.0   3.2   3.7e-45  152.4   3.2   1.3   1   0   0   1   1   1   1 -
PU787.000026585__CM130967_5163_5651433_5652363_pos -          LysR_substrate       PF03466.25   3.8e-45  152.4   7.9   3.8e-45  152.4   7.9   1.6   2   0   0   2   2   1   1 -
PU787.000022620__CM130967_4405_4760230_4761118_pos -          LysR_substrate       PF03466.25   5.4e-45  151.9   9.6   9.1e-45  151.1   9.6   1.4   1   0   0   1   1   1   1 -
PU787.000007650__CM130967_1493_1625034_1625967_neg -          LysR_substrate       PF03466.25   1.9e-44  150.1   0.4   2.7e-44  149.6   0.4   1.2   1   0   0   1   1   1   1 -
PU787.000008300__CM130967_1622_1762210_1763125_pos -          LysR_substrate       PF03466.25   3.7e-44  149.1   5.0   3.7e-44  149.1   5.0   1.4   2   0   0   2   2   1   1 -
PU787.000005425__CM130967_1060_1138433_1139372_neg -          LysR_substrate       PF03466.25   1.1e-43  147.6   3.3   1.1e-43  147.6   3.3   1.3   2   0   0   2   2   1   1 -
PU787.000023565__CM130967_4586_4947254_4948202_neg -          LysR_substrate       PF03466.25   1.7e-43  147.0   1.5   2.1e-43  146.6   1.5   1.1   1   0   0   1   1   1   1 -
PU787.000024140__CM130967_4696_5084097_5084991_pos -          LysR_substrate       PF03466.25   1.9e-43  146.8   1.5   2.5e-43  146.4   1.5   1.1   1   0   0   1   1   1   1 -
PU787.000025235__CM130967_4909_5386042_5386954_neg -          LysR_substrate       PF03466.25   1.9e-43  146.8   4.9   1.9e-43  146.8   4.9   1.4   2   0   0   2   2   1   1 -
PU787.000013945__CM130967_2714_2988690_2989545_neg -          LysR_substrate       PF03466.25   3.8e-43  145.8   4.1   3.8e-43  145.8   4.1   1.6   2   0   0   2   2   1   1 -
PU787.000028355__CM130967_5489_5992578_5993550_pos -          LysR_substrate       PF03466.25   1.1e-42  144.3   7.8   1.5e-42  143.9   7.8   1.2   1   0   0   1   1   1   1 -
PU787.000017190__CM130967_3347_3638113_3639025_pos -          LysR_substrate       PF03466.25   2.9e-42  143.0   1.0   4.2e-42  142.4   1.0   1.2   1   0   0   1   1   1   1 -
PU787.000032320__CM130967_6263_6827078_6827999_pos -          LysR_substrate       PF03466.25   3.1e-42  142.9   0.7   4.1e-42  142.5   0.7   1.2   1   0   0   1   1   1   1 -
PU787.000032210__CM130967_6241_6804039_6804960_neg -          LysR_substrate       PF03466.25   4.4e-42  142.4   6.5   4.4e-42  142.4   6.5   1.6   2   0   0   2   2   2   1 -
PU787.000028555__CM130967_5528_6031191_6032085_neg -          LysR_substrate       PF03466.25   7.2e-42  141.7   4.8   1.2e-41  141.0   4.8   1.3   1   0   0   1   1   1   1 -
PU787.000023175__CM130967_4513_4868148_4869081_pos -          LysR_substrate       PF03466.25   8.3e-42  141.5   4.9   1.1e-41  141.1   4.9   1.2   1   0   0   1   1   1   1 -
PU787.000018135__CM130967_3530_3838465_3839326_neg -          LysR_substrate       PF03466.25   1.5e-41  140.7   8.2     2e-41  140.2   8.2   1.2   1   0   0   1   1   1   1 -
PU787.000010230__CM130967_2000_2189612_2190515_neg -          LysR_substrate       PF03466.25     2e-41  140.2   1.9   3.2e-41  139.5   1.9   1.3   1   0   0   1   1   1   1 -
PU787.000024895__CM130967_4842_5309391_5310306_neg -          LysR_substrate       PF03466.25     2e-41  140.2   3.5     3e-41  139.6   3.5   1.3   1   0   0   1   1   1   1 -
PU787.000003905__CM130967_759_804176_805085_neg    -          LysR_substrate       PF03466.25   2.1e-41  140.2   1.2   2.7e-41  139.8   1.2   1.2   1   0   0   1   1   1   1 -
PU787.000014810__CM130967_2886_3170681_3171566_neg -          LysR_substrate       PF03466.25   6.6e-41  138.5   8.1   6.6e-41  138.5   8.1   1.7   2   0   0   2   2   2   1 -
PU787.000003505__CM130967_679_722699_723578_pos    -          LysR_substrate       PF03466.25   1.2e-40  137.6   6.5   1.2e-40  137.6   6.5   1.5   2   0   0   2   2   1   1 -
PU787.000005085__CM130967_992_1066913_1067855_neg  -          LysR_substrate       PF03466.25   1.3e-40  137.5   6.3   1.7e-40  137.2   6.3   1.1   1   0   0   1   1   1   1 -
PU787.000000080__CM130967_13_14672_15608_pos       -          LysR_substrate       PF03466.25   2.4e-40  136.7   4.2   3.4e-40  136.2   4.2   1.2   1   0   0   1   1   1   1 -
PU787.000019455__CM130967_3786_4126804_4127686_pos -          LysR_substrate       PF03466.25   2.5e-40  136.6   5.6   3.4e-40  136.2   5.6   1.2   1   0   0   1   1   1   1 -
