#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
PU787.000009640__CM130967_1884_2044043_2044949_pos -          HTH_1                PF00126.33   8.6e-28   94.6   0.8   2.1e-27   93.4   0.8   1.7   1   0   0   1   1   1   1 -
PU787.000022620__CM130967_4405_4760230_4761118_pos -          HTH_1                PF00126.33   7.7e-27   91.6   2.6   7.7e-27   91.6   2.6   2.2   2   0   0   2   2   1   1 -
PU787.000014005__CM130967_2726_2998040_2998931_neg -          HTH_1                PF00126.33   1.3e-25   87.7   0.5   2.7e-25   86.7   0.5   1.6   1   0   0   1   1   1   1 -
PU787.000002080__CM130967_408_434776_435706_pos    -          HTH_1                PF00126.33   1.6e-25   87.4   1.7   2.8e-25   86.6   1.7   1.4   1   0   0   1   1   1   1 -
PU787.000025110__CM130967_4884_5351370_5352243_pos -          HTH_1                PF00126.33   2.3e-25   86.8   2.8   4.5e-25   85.9   2.8   1.5   1   0   0   1   1   1   1 -
PU787.000029865__CM130967_5786_6313297_6314191_pos -          HTH_1                PF00126.33     3e-25   86.5   0.9     3e-25   86.5   0.9   1.8   2   0   0   2   2   1   1 -
PU787.000006135__CM130967_1199_1290036_1290951_neg -          HTH_1                PF00126.33   6.3e-25   85.5   1.8   1.1e-24   84.8   1.8   1.4   1   0   0   1   1   1   1 -
PU787.000026110__CM130967_5072_5553355_5554246_pos -          HTH_1                PF00126.33   8.2e-25   85.1   0.4   8.2e-25   85.1   0.4   2.1   2   0   0   2   2   1   1 -
PU787.000018135__CM130967_3530_3838465_3839326_neg -          HTH_1                PF00126.33   1.5e-24   84.3   1.4   1.5e-24   84.3   1.4   2.3   2   0   0   2   2   1   1 -
PU787.000008830__CM130967_1726_1873761_1874706_neg -          HTH_1                PF00126.33   2.3e-24   83.7   2.0   2.3e-24   83.7   2.0   2.8   3   0   0   3   3   2   1 -
