#                                                                                              --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                       accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                               ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ACT52M.RS07840__NZCP199184_1547_1683028_1683955_neg -          LysR_substrate       PF03466.25   6.2e-61  203.8   2.0     1e-60  203.1   2.0   1.3   1   0   0   1   1   1   1 -
ACT52M.RS28805__NZCP199184_5645_6172927_6173863_pos -          LysR_substrate       PF03466.25   7.3e-56  187.2   3.3   7.3e-56  187.2   3.3   1.4   2   0   0   2   2   1   1 -
ACT52M.RS28530__NZCP199184_5590_6113317_6114211_neg -          LysR_substrate       PF03466.25     4e-53  178.3   2.9   5.5e-53  177.8   2.9   1.2   1   0   0   1   1   1   1 -
ACT52M.RS14190__NZCP199184_2784_3032179_3033118_pos -          LysR_substrate       PF03466.25   5.7e-50  168.0   3.3   5.7e-50  168.0   3.3   1.5   2   0   0   2   2   1   1 -
ACT52M.RS06925__NZCP199184_1364_1478142_1479030_neg -          LysR_substrate       PF03466.25   1.2e-49  166.9   3.6   1.5e-49  166.6   3.6   1.1   1   0   0   1   1   1   1 -
ACT52M.RS00305__NZCP199184_58_69660_70581_neg       -          LysR_substrate       PF03466.25   3.4e-49  165.5   4.5   4.9e-49  164.9   4.5   1.2   1   0   0   1   1   1   1 -
ACT52M.RS26700__NZCP199184_5232_5713057_5713963_neg -          LysR_substrate       PF03466.25   3.6e-49  165.4   2.6     5e-49  164.9   2.6   1.2   1   0   0   1   1   1   1 -
ACT52M.RS06745__NZCP199184_1328_1441657_1442566_neg -          LysR_substrate       PF03466.25   1.1e-48  163.8   4.3   1.1e-48  163.7   1.3   1.9   2   0   0   2   2   2   1 -
ACT52M.RS09280__NZCP199184_1826_1976916_1977810_neg -          LysR_substrate       PF03466.25   1.2e-48  163.7   5.5   1.8e-48  163.1   5.5   1.2   1   0   0   1   1   1   1 -
ACT52M.RS07655__NZCP199184_1510_1645894_1646788_neg -          LysR_substrate       PF03466.25   1.4e-48  163.4   4.5   2.1e-48  162.8   4.5   1.2   1   0   0   1   1   1   1 -
ACT52M.RS02490__NZCP199184_493_547982_548909_neg    -          LysR_substrate       PF03466.25     5e-48  161.6   1.1   6.5e-48  161.3   1.1   1.2   1   0   0   1   1   1   1 -
ACT52M.RS19575__NZCP199184_3847_4203379_4204294_pos -          LysR_substrate       PF03466.25   1.7e-47  159.9   0.7   2.7e-47  159.2   0.7   1.3   1   0   0   1   1   1   1 -
ACT52M.RS18895__NZCP199184_3713_4049965_4050838_neg -          LysR_substrate       PF03466.25   2.9e-47  159.1   0.8   2.9e-47  159.1   0.8   1.7   2   0   0   2   2   2   1 -
ACT52M.RS09195__NZCP199184_1813_1964830_1965751_pos -          LysR_substrate       PF03466.25   5.3e-47  158.3   2.0   7.1e-47  157.9   2.0   1.2   1   0   0   1   1   1   1 -
ACT52M.RS13305__NZCP199184_2607_2790696_2791611_neg -          LysR_substrate       PF03466.25   7.8e-47  157.7   0.2   1.2e-46  157.2   0.2   1.3   1   0   0   1   1   1   1 -
ACT52M.RS12750__NZCP199184_2497_2659248_2660163_neg -          LysR_substrate       PF03466.25   8.5e-47  157.6   6.9   8.5e-47  157.6   6.9   1.5   2   0   0   2   2   1   1 -
ACT52M.RS16355__NZCP199184_3213_3519036_3519942_pos -          LysR_substrate       PF03466.25     1e-46  157.4   9.9     1e-46  157.4   9.9   1.6   2   0   0   2   2   2   1 -
ACT52M.RS15480__NZCP199184_3039_3320261_3321182_pos -          LysR_substrate       PF03466.25   2.5e-46  156.1   4.9   3.7e-46  155.5   4.9   1.2   1   0   0   1   1   1   1 -
ACT52M.RS01085__NZCP199184_214_238810_239731_neg    -          LysR_substrate       PF03466.25   3.4e-46  155.6   0.1   4.3e-46  155.3   0.1   1.1   1   0   0   1   1   1   1 -
ACT52M.RS13230__NZCP199184_2592_2771847_2772771_pos -          LysR_substrate       PF03466.25   1.4e-45  153.6   4.7   1.8e-45  153.3   4.7   1.1   1   0   0   1   1   1   1 -
ACT52M.RS21745__NZCP199184_4272_4621423_4622320_pos -          LysR_substrate       PF03466.25   1.7e-45  153.4   3.5   2.4e-45  152.8   3.5   1.2   1   0   0   1   1   1   1 -
ACT52M.RS11655__NZCP199184_2286_2457263_2458193_neg -          LysR_substrate       PF03466.25   1.7e-45  153.3   7.2   1.7e-45  153.3   7.2   1.6   2   0   0   2   2   2   1 -
ACT52M.RS15200__NZCP199184_2983_3258998_3259886_neg -          LysR_substrate       PF03466.25   2.4e-45  152.9   9.9     4e-45  152.1   9.9   1.4   1   0   0   1   1   1   1 -
ACT52M.RS16185__NZCP199184_3179_3485287_3486175_pos -          LysR_substrate       PF03466.25   2.9e-45  152.6   3.7   4.4e-45  152.0   3.7   1.3   1   0   0   1   1   1   1 -
ACT52M.RS27660__NZCP199184_5422_5927609_5928524_neg -          LysR_substrate       PF03466.25   9.7e-45  150.9   4.9   1.7e-44  150.1   4.9   1.3   1   0   0   1   1   1   1 -
ACT52M.RS28315__NZCP199184_5552_6065035_6065968_pos -          LysR_substrate       PF03466.25   1.7e-44  150.1   0.4   2.4e-44  149.6   0.4   1.2   1   0   0   1   1   1   1 -
ACT52M.RS22550__NZCP199184_4428_4786343_4787198_pos -          LysR_substrate       PF03466.25   4.5e-44  148.7   4.3   4.5e-44  148.7   4.3   1.6   2   0   0   2   2   1   1 -
ACT52M.RS13900__NZCP199184_2726_2964611_2965505_neg -          LysR_substrate       PF03466.25   5.4e-44  148.5   1.7   7.1e-44  148.1   1.7   1.1   1   0   0   1   1   1   1 -
ACT52M.RS00815__NZCP199184_160_181728_182667_pos    -          LysR_substrate       PF03466.25     1e-43  147.5   3.4     1e-43  147.5   3.4   1.3   2   0   0   2   2   1   1 -
ACT52M.RS14425__NZCP199184_2831_3088339_3089287_pos -          LysR_substrate       PF03466.25   1.5e-43  147.0   1.5   1.9e-43  146.6   1.5   1.1   1   0   0   1   1   1   1 -
ACT52M.RS12815__NZCP199184_2510_2675340_2676252_pos -          LysR_substrate       PF03466.25   1.7e-43  146.8   4.9   1.7e-43  146.8   4.9   1.4   2   0   0   2   2   1   1 -
ACT52M.RS10725__NZCP199184_2110_2287862_2288834_neg -          LysR_substrate       PF03466.25   9.9e-43  144.3   7.8   1.3e-42  143.9   7.8   1.2   1   0   0   1   1   1   1 -
ACT52M.RS14880__NZCP199184_2919_3177660_3178593_neg -          LysR_substrate       PF03466.25   1.8e-42  143.5   4.6   2.4e-42  143.1   4.6   1.2   1   0   0   1   1   1   1 -
ACT52M.RS10525__NZCP199184_2071_2249329_2250223_pos -          LysR_substrate       PF03466.25   2.5e-42  143.0   5.4   4.1e-42  142.3   5.4   1.3   1   0   0   1   1   1   1 -
ACT52M.RS19950__NZCP199184_3920_4283807_4284719_neg -          LysR_substrate       PF03466.25   2.6e-42  143.0   1.0   3.8e-42  142.4   1.0   1.2   1   0   0   1   1   1   1 -
ACT52M.RS06960__NZCP199184_1371_1487019_1487940_neg -          LysR_substrate       PF03466.25   2.8e-42  142.9   0.6   3.7e-42  142.5   0.6   1.2   1   0   0   1   1   1   1 -
ACT52M.RS07075__NZCP199184_1394_1512249_1513170_pos -          LysR_substrate       PF03466.25   3.9e-42  142.4   6.5   3.9e-42  142.4   6.5   1.8   2   0   0   2   2   2   1 -
ACT52M.RS26110__NZCP199184_5117_5567532_5568471_pos -          LysR_substrate       PF03466.25   4.5e-42  142.2   1.7   7.3e-42  141.5   1.7   1.3   1   0   0   1   1   1   1 -
ACT52M.RS18265__NZCP199184_3587_3919235_3920096_pos -          LysR_substrate       PF03466.25   7.7e-42  141.4   8.1     1e-41  141.0   8.1   1.2   1   0   0   1   1   1   1 -
ACT52M.RS13145__NZCP199184_2576_2750286_2751201_pos -          LysR_substrate       PF03466.25   1.8e-41  140.2   3.5   2.7e-41  139.6   3.5   1.3   1   0   0   1   1   1   1 -
ACT52M.RS02270__NZCP199184_449_501491_502400_pos    -          LysR_substrate       PF03466.25   1.9e-41  140.2   1.2   2.4e-41  139.8   1.2   1.2   1   0   0   1   1   1   1 -
ACT52M.RS22060__NZCP199184_4331_4686014_4686899_pos -          LysR_substrate       PF03466.25   3.6e-41  139.2   8.2   3.6e-41  139.2   8.2   1.6   2   0   0   2   2   2   1 -
ACT52M.RS15670__NZCP199184_3077_3359921_3360857_pos -          LysR_substrate       PF03466.25   5.5e-41  138.6   6.8   8.2e-41  138.1   6.8   1.3   1   0   0   1   1   1   1 -
ACT52M.RS02675__NZCP199184_530_584129_585008_neg    -          LysR_substrate       PF03466.25   1.1e-40  137.7   6.6   1.1e-40  137.7   6.6   1.5   2   0   0   2   2   1   1 -
ACT52M.RS01160__NZCP199184_229_255418_256360_pos    -          LysR_substrate       PF03466.25   1.2e-40  137.5   6.3   1.5e-40  137.2   6.3   1.1   1   0   0   1   1   1   1 -
ACT52M.RS17685__NZCP199184_3473_3792684_3793566_neg -          LysR_substrate       PF03466.25   1.9e-40  136.9   5.5   2.6e-40  136.4   5.5   1.2   1   0   0   1   1   1   1 -
ACT52M.RS05990__NZCP199184_1177_1270157_1271093_neg -          LysR_substrate       PF03466.25   2.2e-40  136.7   4.2     3e-40  136.2   4.2   1.2   1   0   0   1   1   1   1 -
ACT52M.RS16745__NZCP199184_3286_3609746_3610721_neg -          LysR_substrate       PF03466.25   2.5e-40  136.5   0.0   3.3e-40  136.1   0.0   1.2   1   0   0   1   1   1   1 -
ACT52M.RS05630__NZCP199184_1107_1200434_1201331_neg -          LysR_substrate       PF03466.25   4.2e-40  135.8   5.3   5.4e-40  135.4   5.3   1.2   1   0   0   1   1   1   1 -
ACT52M.RS20300__NZCP199184_3990_4355423_4356338_neg -          LysR_substrate       PF03466.25   5.9e-40  135.3   6.2   5.9e-40  135.3   6.2   1.6   2   0   0   2   2   1   1 -
ACT52M.RS05390__NZCP199184_1059_1149850_1150804_neg -          LysR_substrate       PF03466.25   1.1e-39  134.4   0.0   1.4e-39  134.0   0.0   1.1   1   0   0   1   1   1   1 -
