#                                                                                              --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                       accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                               ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ACT52M.RS26700__NZCP199184_5232_5713057_5713963_neg -          HTH_1                PF00126.33   7.7e-28   94.6   0.8   1.9e-27   93.4   0.8   1.7   1   0   0   1   1   1   1 -
ACT52M.RS15200__NZCP199184_2983_3258998_3259886_neg -          HTH_1                PF00126.33   6.9e-27   91.6   2.6   6.9e-27   91.6   2.6   2.2   2   0   0   2   2   1   1 -
ACT52M.RS12940__NZCP199184_2535_2710053_2710926_neg -          HTH_1                PF00126.33   2.1e-25   86.8   2.8   4.1e-25   85.9   2.8   1.5   1   0   0   1   1   1   1 -
ACT52M.RS09280__NZCP199184_1826_1976916_1977810_neg -          HTH_1                PF00126.33   2.7e-25   86.5   0.9   2.7e-25   86.5   0.9   1.8   2   0   0   2   2   1   1 -
ACT52M.RS04040__NZCP199184_791_857323_858253_neg    -          HTH_1                PF00126.33   5.4e-25   85.5   1.4   9.9e-25   84.7   1.4   1.5   1   0   0   1   1   1   1 -
ACT52M.RS00160__NZCP199184_30_34157_35057_pos       -          HTH_1                PF00126.33   5.5e-25   85.5   1.8   9.2e-25   84.8   1.8   1.4   1   0   0   1   1   1   1 -
ACT52M.RS06000__NZCP199184_1179_1272515_1273424_neg -          HTH_1                PF00126.33     1e-24   84.7   4.0   2.4e-24   83.4   0.4   3.1   3   0   0   3   3   3   1 -
ACT52M.RS18265__NZCP199184_3587_3919235_3920096_pos -          HTH_1                PF00126.33   1.3e-24   84.3   1.4   1.3e-24   84.3   1.4   2.3   2   0   0   2   2   1   1 -
ACT52M.RS00970__NZCP199184_191_216865_217783_neg    -          HTH_1                PF00126.33   2.4e-24   83.4   0.0   6.3e-24   82.1   0.0   1.7   1   0   0   1   1   1   1 -
ACT52M.RS13005__NZCP199184_2548_2721947_2722826_pos -          HTH_1                PF00126.33   7.8e-24   81.8   0.5     2e-23   80.5   0.5   1.7   1   0   0   1   1   1   1 -
ACT52M.RS27660__NZCP199184_5422_5927609_5928524_neg -          HTH_1                PF00126.33   8.6e-24   81.7   2.7   2.4e-23   80.2   2.7   1.8   1   0   0   1   1   1   1 -
